id,Exited_Prediction,Exited_Probability
270192,0,0.25
270193,0,0.2
270194,0,0.25
270195,0,0.33
270196,0,0.4
270197,1,0.53
270198,0,0.37
270199,0,0.02
270200,0,0.16
270201,0,0.15
270202,0,0.03
270203,0,0.07
270204,0,0.22
270205,0,0.32
270206,0,0.02
270207,0,0.03
270208,0,0.33
270209,0,0.06
270210,0,0.07
270211,0,0.05
270212,0,0.34
270213,0,0.31
270214,0,0.18
270215,0,0.01
270216,0,0.28
270217,1,0.54
270218,0,0.15
270219,0,0.2
270220,0,0.19
270221,0,0.36
270222,0,0.05
270223,0,0.07
270224,0,0.37
270225,1,0.58
270226,0,0.2
270227,0,0.01
270228,0,0.22
270229,0,0.04
270230,0,0.31
270231,0,0.49
270232,0,0.03
270233,0,0.2
270234,0,0.01
270235,0,0.35
270236,0,0.04
270237,0,0.3
270238,0,0.29
270239,1,0.52
270240,0,0.04
270241,0,0.17
270242,1,0.67
270243,0,0.14
270244,1,0.68
270245,0,0.08
270246,1,0.79
270247,0,0.27
270248,0,0.02
270249,0,0.25
270250,0,0.03
270251,0,0.23
270252,0,0.25
270253,0,0.01
270254,0,0.06
270255,0,0.06
270256,0,0.48
270257,0,0.15
270258,0,0.33
270259,0,0.05
270260,0,0.05
270261,0,0.2
270262,1,0.52
270263,0,0.28
270264,0,0.42
270265,0,0.15
270266,0,0.48
270267,1,0.79
270268,0,0.18
270269,0,0.31
270270,0,0.41
270271,0,0.39
270272,0,0.22
270273,0,0.42
270274,0,0.09
270275,0,0.04
270276,0,0.35
270277,0,0.37
270278,0,0.1
270279,0,0.28
270280,0,0.21
270281,1,0.7
270282,0,0.18
270283,0,0.36
270284,0,0.01
270285,0,0.08
270286,0,0.0
270287,0,0.39
270288,0,0.33
270289,0,0.02
270290,0,0.25
270291,0,0.24
270292,0,0.02
270293,0,0.22
270294,0,0.18
270295,0,0.02
270296,0,0.17
270297,0,0.03
270298,0,0.03
270299,0,0.03
270300,0,0.25
270301,0,0.06
270302,0,0.49
270303,0,0.19
270304,0,0.18
270305,0,0.11
270306,0,0.01
270307,0,0.27
270308,0,0.24
270309,0,0.3
270310,0,0.08
270311,0,0.02
270312,0,0.36
270313,0,0.0
270314,1,0.73
270315,0,0.18
270316,0,0.08
270317,0,0.07
270318,0,0.39
270319,0,0.18
270320,0,0.29
270321,0,0.07
270322,0,0.39
270323,0,0.12
270324,0,0.01
270325,0,0.02
270326,0,0.35
270327,0,0.15
270328,0,0.3
270329,0,0.02
270330,0,0.14
270331,0,0.1
270332,0,0.22
270333,0,0.42
270334,1,0.53
270335,0,0.08
270336,0,0.02
270337,0,0.08
270338,0,0.37
270339,0,0.24
270340,0,0.2
270341,0,0.03
270342,0,0.18
270343,1,0.7
270344,0,0.15
270345,0,0.06
270346,0,0.32
270347,0,0.41
270348,0,0.11
270349,0,0.15
270350,0,0.0
270351,0,0.22
270352,0,0.02
270353,0,0.15
270354,0,0.13
270355,0,0.27
270356,0,0.44
270357,0,0.23
270358,0,0.04
270359,0,0.04
270360,0,0.22
270361,0,0.16
270362,0,0.3
270363,0,0.37
270364,0,0.12
270365,0,0.02
270366,1,0.76
270367,0,0.05
270368,0,0.39
270369,0,0.05
270370,0,0.36
270371,0,0.03
270372,1,0.66
270373,0,0.11
270374,0,0.06
270375,0,0.01
270376,0,0.29
270377,1,0.69
270378,0,0.09
270379,0,0.14
270380,0,0.05
270381,0,0.02
270382,0,0.11
270383,0,0.43
270384,0,0.2
270385,1,0.77
270386,1,0.72
270387,0,0.37
270388,1,0.62
270389,0,0.28
270390,0,0.06
270391,0,0.06
270392,1,0.56
270393,0,0.1
270394,0,0.24
270395,0,0.22
270396,0,0.27
270397,0,0.16
270398,0,0.13
270399,0,0.33
270400,0,0.32
270401,0,0.41
270402,0,0.16
270403,0,0.11
270404,1,0.86
270405,0,0.23
270406,0,0.09
270407,1,0.63
270408,0,0.41
270409,0,0.33
270410,0,0.31
270411,0,0.37
270412,0,0.36
270413,0,0.18
270414,0,0.26
270415,0,0.05
270416,0,0.2
270417,0,0.38
270418,0,0.01
270419,0,0.2
270420,1,0.62
270421,0,0.4
270422,0,0.01
270423,0,0.3
270424,0,0.28
270425,0,0.45
270426,0,0.09
270427,0,0.12
270428,0,0.13
270429,0,0.35
270430,1,0.6
270431,0,0.11
270432,0,0.04
270433,0,0.29
270434,0,0.1
270435,0,0.08
270436,0,0.08
270437,0,0.23
270438,0,0.02
270439,0,0.07
270440,0,0.32
270441,1,0.54
270442,0,0.02
270443,0,0.33
270444,0,0.05
270445,0,0.19
270446,0,0.03
270447,0,0.05
270448,0,0.13
270449,0,0.39
270450,0,0.18
270451,0,0.27
270452,0,0.03
270453,0,0.03
270454,0,0.07
270455,0,0.23
270456,0,0.09
270457,1,0.61
270458,0,0.19
270459,0,0.05
270460,1,0.69
270461,0,0.01
270462,0,0.21
270463,1,0.64
270464,0,0.06
270465,0,0.14
270466,0,0.02
270467,0,0.33
270468,0,0.26
270469,0,0.33
270470,0,0.27
270471,0,0.23
270472,0,0.13
270473,1,0.73
270474,0,0.02
270475,0,0.18
270476,0,0.19
270477,0,0.24
270478,0,0.09
270479,0,0.18
270480,0,0.33
270481,1,0.58
270482,0,0.05
270483,0,0.26
270484,0,0.48
270485,0,0.02
270486,0,0.3
270487,0,0.2
270488,0,0.03
270489,0,0.15
270490,0,0.1
270491,0,0.02
270492,0,0.08
270493,0,0.21
270494,0,0.19
270495,0,0.02
270496,0,0.29
270497,0,0.11
270498,0,0.34
270499,0,0.06
270500,0,0.38
270501,0,0.17
270502,0,0.09
270503,0,0.1
270504,1,0.75
270505,0,0.06
270506,0,0.43
270507,0,0.31
270508,0,0.31
270509,0,0.01
270510,0,0.18
270511,0,0.33
270512,0,0.04
270513,0,0.04
270514,0,0.15
270515,0,0.04
270516,0,0.2
270517,0,0.26
270518,0,0.24
270519,0,0.19
270520,0,0.34
270521,0,0.14
270522,0,0.08
270523,0,0.0
270524,0,0.49
270525,0,0.23
270526,0,0.36
270527,0,0.03
270528,0,0.39
270529,0,0.1
270530,0,0.03
270531,0,0.21
270532,0,0.01
270533,0,0.47
270534,0,0.1
270535,0,0.42
270536,0,0.23
270537,0,0.19
270538,0,0.17
270539,0,0.14
270540,0,0.05
270541,0,0.48
270542,0,0.39
270543,0,0.0
270544,0,0.37
270545,0,0.04
270546,0,0.29
270547,0,0.04
270548,0,0.49
270549,0,0.03
270550,0,0.03
270551,0,0.18
270552,0,0.34
270553,0,0.1
270554,0,0.06
270555,0,0.5
270556,0,0.07
270557,0,0.19
270558,0,0.15
270559,0,0.22
270560,0,0.09
270561,0,0.08
270562,0,0.03
270563,0,0.33
270564,0,0.18
270565,0,0.35
270566,0,0.39
270567,0,0.22
270568,0,0.28
270569,0,0.1
270570,0,0.06
270571,0,0.26
270572,0,0.29
270573,0,0.01
270574,1,0.52
270575,0,0.02
270576,0,0.03
270577,0,0.19
270578,0,0.23
270579,0,0.2
270580,1,0.59
270581,0,0.12
270582,0,0.2
270583,0,0.36
270584,0,0.03
270585,0,0.4
270586,0,0.04
270587,0,0.19
270588,1,0.62
270589,0,0.25
270590,0,0.1
270591,0,0.17
270592,0,0.33
270593,0,0.02
270594,0,0.13
270595,1,0.81
270596,0,0.41
270597,0,0.06
270598,0,0.35
270599,0,0.06
270600,0,0.37
270601,1,0.65
270602,0,0.2
270603,0,0.21
270604,0,0.03
270605,0,0.32
270606,0,0.36
270607,0,0.28
270608,0,0.01
270609,1,0.73
270610,0,0.2
270611,0,0.01
270612,0,0.13
270613,0,0.15
270614,0,0.41
270615,0,0.34
270616,0,0.14
270617,0,0.28
270618,0,0.21
270619,0,0.17
270620,0,0.28
270621,0,0.19
270622,0,0.04
270623,0,0.35
270624,0,0.04
270625,0,0.2
270626,0,0.28
270627,0,0.05
270628,0,0.2
270629,0,0.26
270630,0,0.04
270631,0,0.18
270632,0,0.43
270633,0,0.1
270634,0,0.03
270635,1,0.57
270636,0,0.33
270637,0,0.48
270638,0,0.11
270639,0,0.08
270640,0,0.41
270641,0,0.28
270642,0,0.0
270643,0,0.24
270644,0,0.46
270645,0,0.46
270646,0,0.13
270647,0,0.3
270648,0,0.01
270649,0,0.01
270650,0,0.06
270651,1,0.66
270652,0,0.02
270653,0,0.12
270654,0,0.05
270655,1,0.75
270656,0,0.15
270657,0,0.09
270658,0,0.03
270659,0,0.1
270660,0,0.27
270661,1,0.77
270662,0,0.16
270663,0,0.05
270664,0,0.13
270665,0,0.01
270666,0,0.09
270667,0,0.02
270668,0,0.25
270669,0,0.14
270670,0,0.06
270671,0,0.0
270672,1,0.56
270673,0,0.07
270674,0,0.09
270675,1,0.52
270676,1,0.77
270677,0,0.22
270678,0,0.38
270679,1,0.68
270680,0,0.09
270681,0,0.18
270682,0,0.28
270683,0,0.34
270684,0,0.47
270685,0,0.28
270686,0,0.05
270687,0,0.09
270688,0,0.01
270689,0,0.05
270690,0,0.33
270691,0,0.04
270692,0,0.1
270693,0,0.04
270694,0,0.12
270695,0,0.14
270696,1,0.71
270697,0,0.23
270698,0,0.25
270699,0,0.01
270700,0,0.37
270701,0,0.2
270702,1,0.69
270703,0,0.09
270704,0,0.3
270705,1,0.79
270706,0,0.16
270707,0,0.11
270708,0,0.03
270709,0,0.36
270710,0,0.23
270711,1,0.64
270712,0,0.24
270713,0,0.15
270714,0,0.24
270715,0,0.23
270716,1,0.63
270717,0,0.37
270718,0,0.02
270719,0,0.5
270720,0,0.35
270721,0,0.31
270722,0,0.32
270723,0,0.1
270724,0,0.28
270725,0,0.24
270726,0,0.35
270727,0,0.03
270728,0,0.2
270729,0,0.27
270730,0,0.27
270731,0,0.12
270732,1,0.81
270733,1,0.64
270734,0,0.25
270735,0,0.12
270736,0,0.12
270737,0,0.4
270738,0,0.32
270739,1,0.83
270740,0,0.05
270741,1,0.58
270742,0,0.07
270743,0,0.49
270744,0,0.12
270745,0,0.37
270746,0,0.38
270747,0,0.31
270748,1,0.61
270749,0,0.41
270750,0,0.03
270751,0,0.14
270752,0,0.47
270753,0,0.13
270754,0,0.03
270755,0,0.04
270756,0,0.13
270757,0,0.04
270758,0,0.05
270759,0,0.01
270760,1,0.56
270761,0,0.29
270762,0,0.21
270763,0,0.36
270764,0,0.27
270765,0,0.31
270766,0,0.12
270767,0,0.18
270768,0,0.22
270769,0,0.2
270770,0,0.11
270771,0,0.05
270772,0,0.09
270773,0,0.02
270774,0,0.39
270775,1,0.67
270776,1,0.67
270777,0,0.27
270778,0,0.02
270779,0,0.15
270780,0,0.01
270781,1,0.51
270782,0,0.25
270783,1,0.61
270784,0,0.01
270785,1,0.64
270786,0,0.29
270787,0,0.02
270788,1,0.61
270789,0,0.29
270790,0,0.01
270791,0,0.13
270792,0,0.03
270793,0,0.32
270794,1,0.66
270795,0,0.21
270796,0,0.35
270797,0,0.42
270798,0,0.36
270799,0,0.33
270800,1,0.51
270801,0,0.41
270802,1,0.74
270803,1,0.85
270804,0,0.0
270805,0,0.41
270806,0,0.16
270807,0,0.05
270808,1,0.55
270809,0,0.11
270810,0,0.22
270811,0,0.23
270812,0,0.03
270813,0,0.27
270814,0,0.03
270815,0,0.43
270816,0,0.25
270817,0,0.02
270818,0,0.32
270819,0,0.05
270820,0,0.04
270821,1,0.66
270822,0,0.13
270823,0,0.24
270824,0,0.2
270825,0,0.4
270826,0,0.29
270827,0,0.05
270828,0,0.13
270829,0,0.22
270830,0,0.21
270831,0,0.02
270832,1,0.57
270833,1,0.6
270834,0,0.28
270835,0,0.4
270836,0,0.1
270837,0,0.26
270838,0,0.05
270839,0,0.02
270840,0,0.15
270841,1,0.69
270842,0,0.22
270843,0,0.06
270844,0,0.22
270845,1,0.67
270846,1,0.51
270847,0,0.34
270848,1,0.76
270849,0,0.25
270850,0,0.04
270851,0,0.37
270852,0,0.42
270853,0,0.3
270854,0,0.02
270855,0,0.08
270856,0,0.06
270857,0,0.17
270858,0,0.46
270859,0,0.08
270860,0,0.29
270861,0,0.06
270862,0,0.33
270863,1,0.76
270864,0,0.06
270865,1,0.74
270866,0,0.08
270867,0,0.06
270868,1,0.68
270869,0,0.11
270870,0,0.18
270871,0,0.02
270872,1,0.71
270873,0,0.22
270874,0,0.27
270875,0,0.13
270876,1,0.74
270877,0,0.43
270878,0,0.09
270879,0,0.4
270880,0,0.14
270881,0,0.0
270882,0,0.08
270883,0,0.02
270884,1,0.73
270885,0,0.11
270886,0,0.16
270887,0,0.41
270888,0,0.1
270889,0,0.25
270890,1,0.66
270891,0,0.21
270892,0,0.02
270893,0,0.25
270894,0,0.39
270895,0,0.21
270896,1,0.78
270897,0,0.09
270898,0,0.37
270899,0,0.49
270900,1,0.54
270901,0,0.16
270902,0,0.24
270903,0,0.03
270904,0,0.2
270905,0,0.23
270906,0,0.05
270907,0,0.2
270908,0,0.25
270909,1,0.65
270910,0,0.33
270911,0,0.39
270912,1,0.85
270913,0,0.04
270914,0,0.01
270915,0,0.26
270916,0,0.13
270917,0,0.04
270918,0,0.06
270919,0,0.07
270920,0,0.1
270921,0,0.43
270922,1,0.63
270923,0,0.38
270924,0,0.28
270925,0,0.11
270926,0,0.14
270927,0,0.02
270928,0,0.1
270929,0,0.28
270930,1,0.63
270931,0,0.02
270932,0,0.21
270933,0,0.11
270934,0,0.01
270935,0,0.1
270936,0,0.02
270937,1,0.9
270938,0,0.09
270939,0,0.07
270940,0,0.17
270941,0,0.06
270942,0,0.31
270943,0,0.15
270944,0,0.15
270945,0,0.46
270946,0,0.02
270947,0,0.02
270948,1,0.8
270949,0,0.0
270950,1,0.56
270951,1,0.63
270952,0,0.23
270953,0,0.19
270954,0,0.02
270955,0,0.15
270956,0,0.22
270957,0,0.08
270958,0,0.0
270959,0,0.01
270960,1,0.81
270961,0,0.24
270962,1,0.72
270963,0,0.23
270964,1,0.52
270965,0,0.11
270966,0,0.03
270967,1,0.59
270968,0,0.04
270969,0,0.28
270970,0,0.13
270971,0,0.24
270972,0,0.03
270973,0,0.06
270974,1,0.65
270975,0,0.18
270976,1,0.67
270977,0,0.34
270978,0,0.19
270979,0,0.01
270980,0,0.18
270981,0,0.15
270982,0,0.24
270983,0,0.26
270984,0,0.1
270985,0,0.06
270986,0,0.29
270987,0,0.1
270988,0,0.38
270989,0,0.18
270990,0,0.34
270991,0,0.39
270992,0,0.23
270993,0,0.01
270994,0,0.07
270995,1,0.61
270996,0,0.0
270997,0,0.05
270998,1,0.57
270999,0,0.13
271000,0,0.16
271001,0,0.06
271002,0,0.27
271003,0,0.34
271004,0,0.31
271005,0,0.05
271006,0,0.31
271007,0,0.07
271008,0,0.2
271009,0,0.04
271010,0,0.12
271011,1,0.59
271012,0,0.34
271013,0,0.03
271014,0,0.25
271015,0,0.04
271016,0,0.35
271017,0,0.34
271018,0,0.49
271019,1,0.77
271020,0,0.35
271021,0,0.17
271022,0,0.1
271023,1,0.61
271024,0,0.01
271025,0,0.08
271026,0,0.2
271027,0,0.26
271028,1,0.7
271029,0,0.33
271030,0,0.32
271031,0,0.08
271032,0,0.22
271033,0,0.12
271034,0,0.08
271035,0,0.05
271036,0,0.48
271037,0,0.25
271038,0,0.49
271039,0,0.03
271040,0,0.41
271041,0,0.19
271042,0,0.02
271043,0,0.31
271044,0,0.2
271045,0,0.14
271046,0,0.1
271047,0,0.47
271048,1,0.63
271049,0,0.18
271050,0,0.37
271051,0,0.39
271052,0,0.31
271053,0,0.15
271054,0,0.13
271055,0,0.02
271056,0,0.37
271057,0,0.09
271058,0,0.4
271059,0,0.39
271060,0,0.15
271061,0,0.12
271062,0,0.0
271063,0,0.03
271064,1,0.53
271065,1,0.63
271066,0,0.07
271067,1,0.8
271068,0,0.29
271069,0,0.5
271070,0,0.19
271071,0,0.02
271072,0,0.14
271073,0,0.33
271074,0,0.25
271075,0,0.09
271076,0,0.12
271077,0,0.07
271078,0,0.13
271079,1,0.76
271080,0,0.1
271081,0,0.15
271082,0,0.32
271083,0,0.34
271084,0,0.36
271085,0,0.02
271086,0,0.02
271087,0,0.31
271088,1,0.52
271089,0,0.29
271090,0,0.19
271091,1,0.75
271092,0,0.02
271093,0,0.23
271094,0,0.5
271095,0,0.28
271096,0,0.05
271097,0,0.12
271098,0,0.02
271099,0,0.31
271100,0,0.34
271101,0,0.4
271102,1,0.59
271103,0,0.06
271104,0,0.17
271105,0,0.38
271106,0,0.28
271107,1,0.72
271108,0,0.17
271109,0,0.5
271110,0,0.23
271111,0,0.36
271112,0,0.08
271113,0,0.2
271114,0,0.03
271115,0,0.11
271116,1,0.7
271117,0,0.32
271118,0,0.31
271119,0,0.06
271120,0,0.26
271121,0,0.24
271122,0,0.28
271123,1,0.8
271124,0,0.16
271125,1,0.62
271126,0,0.01
271127,1,0.55
271128,1,0.86
271129,0,0.21
271130,0,0.33
271131,1,0.81
271132,0,0.05
271133,0,0.42
271134,0,0.27
271135,0,0.05
271136,0,0.01
271137,0,0.01
271138,0,0.17
271139,0,0.32
271140,1,0.67
271141,0,0.31
271142,0,0.28
271143,1,0.8
271144,0,0.23
271145,1,0.7
271146,0,0.27
271147,0,0.49
271148,0,0.34
271149,0,0.32
271150,0,0.17
271151,0,0.44
271152,0,0.43
271153,0,0.27
271154,0,0.5
271155,0,0.13
271156,0,0.43
271157,0,0.21
271158,0,0.09
271159,0,0.25
271160,0,0.24
271161,0,0.02
271162,0,0.15
271163,0,0.5
271164,0,0.17
271165,1,0.69
271166,0,0.01
271167,0,0.26
271168,0,0.21
271169,1,0.55
271170,0,0.09
271171,0,0.07
271172,0,0.24
271173,0,0.42
271174,0,0.33
271175,0,0.12
271176,1,0.78
271177,1,0.75
271178,0,0.05
271179,0,0.28
271180,0,0.19
271181,1,0.56
271182,1,0.52
271183,0,0.32
271184,0,0.01
271185,0,0.06
271186,0,0.4
271187,0,0.09
271188,1,0.69
271189,1,0.6
271190,0,0.46
271191,0,0.04
271192,0,0.13
271193,0,0.25
271194,0,0.02
271195,1,0.54
271196,0,0.1
271197,0,0.09
271198,0,0.21
271199,0,0.03
271200,0,0.23
271201,0,0.3
271202,0,0.02
271203,0,0.18
271204,0,0.0
271205,0,0.12
271206,0,0.01
271207,0,0.21
271208,0,0.47
271209,1,0.73
271210,0,0.06
271211,0,0.22
271212,0,0.02
271213,1,0.64
271214,0,0.07
271215,0,0.18
271216,0,0.13
271217,1,0.69
271218,1,0.68
271219,0,0.22
271220,0,0.35
271221,0,0.05
271222,0,0.19
271223,0,0.14
271224,0,0.34
271225,0,0.39
271226,0,0.03
271227,1,0.66
271228,0,0.05
271229,0,0.12
271230,1,0.81
271231,0,0.02
271232,0,0.0
271233,0,0.31
271234,0,0.02
271235,1,0.56
271236,0,0.19
271237,1,0.7
271238,0,0.07
271239,0,0.14
271240,0,0.2
271241,0,0.24
271242,0,0.34
271243,0,0.21
271244,0,0.18
271245,0,0.22
271246,0,0.2
271247,0,0.27
271248,0,0.05
271249,0,0.47
271250,0,0.44
271251,0,0.02
271252,0,0.32
271253,0,0.04
271254,0,0.27
271255,0,0.04
271256,0,0.27
271257,1,0.59
271258,0,0.18
271259,0,0.07
271260,1,0.75
271261,0,0.24
271262,0,0.02
271263,0,0.03
271264,0,0.23
271265,0,0.23
271266,0,0.33
271267,1,0.72
271268,0,0.02
271269,1,0.52
271270,0,0.39
271271,0,0.09
271272,0,0.22
271273,0,0.01
271274,0,0.36
271275,0,0.15
271276,0,0.07
271277,0,0.3
271278,0,0.16
271279,0,0.35
271280,0,0.25
271281,0,0.04
271282,0,0.01
271283,0,0.3
271284,0,0.21
271285,1,0.78
271286,1,0.73
271287,0,0.11
271288,0,0.02
271289,1,0.79
271290,0,0.23
271291,1,0.7
271292,0,0.25
271293,0,0.14
271294,1,0.58
271295,0,0.16
271296,0,0.03
271297,0,0.02
271298,1,0.74
271299,0,0.27
271300,1,0.55
271301,0,0.04
271302,1,0.87
271303,0,0.16
271304,0,0.3
271305,0,0.05
271306,0,0.08
271307,0,0.19
271308,0,0.12
271309,0,0.22
271310,0,0.01
271311,0,0.04
271312,0,0.23
271313,0,0.15
271314,1,0.76
271315,0,0.43
271316,0,0.25
271317,0,0.04
271318,0,0.28
271319,0,0.4
271320,0,0.23
271321,0,0.11
271322,0,0.01
271323,0,0.18
271324,0,0.29
271325,0,0.14
271326,0,0.02
271327,0,0.25
271328,0,0.07
271329,1,0.61
271330,0,0.18
271331,0,0.1
271332,0,0.2
271333,1,0.7
271334,0,0.07
271335,0,0.24
271336,0,0.41
271337,0,0.05
271338,0,0.03
271339,0,0.06
271340,1,0.55
271341,0,0.05
271342,0,0.02
271343,0,0.23
271344,0,0.11
271345,0,0.38
271346,1,0.67
271347,0,0.39
271348,0,0.21
271349,0,0.34
271350,1,0.66
271351,0,0.04
271352,0,0.06
271353,0,0.0
271354,0,0.46
271355,0,0.23
271356,1,0.74
271357,0,0.05
271358,0,0.18
271359,0,0.04
271360,0,0.38
271361,0,0.23
271362,0,0.06
271363,0,0.48
271364,0,0.23
271365,0,0.19
271366,0,0.09
271367,0,0.02
271368,0,0.29
271369,0,0.25
271370,0,0.24
271371,0,0.24
271372,0,0.11
271373,0,0.23
271374,0,0.43
271375,0,0.04
271376,0,0.18
271377,0,0.13
271378,0,0.13
271379,0,0.22
271380,0,0.18
271381,0,0.03
271382,0,0.3
271383,1,0.52
271384,0,0.33
271385,0,0.35
271386,0,0.3
271387,0,0.27
271388,0,0.06
271389,0,0.05
271390,0,0.33
271391,0,0.03
271392,0,0.23
271393,0,0.47
271394,0,0.15
271395,1,0.79
271396,0,0.31
271397,0,0.01
271398,0,0.42
271399,1,0.64
271400,0,0.12
271401,0,0.01
271402,0,0.02
271403,0,0.31
271404,0,0.32
271405,0,0.17
271406,0,0.14
271407,0,0.45
271408,0,0.05
271409,0,0.12
271410,0,0.23
271411,0,0.29
271412,0,0.28
271413,0,0.03
271414,0,0.07
271415,0,0.11
271416,0,0.08
271417,0,0.22
271418,1,0.56
271419,0,0.22
271420,0,0.01
271421,0,0.3
271422,0,0.05
271423,0,0.05
271424,0,0.08
271425,0,0.38
271426,0,0.33
271427,0,0.33
271428,0,0.03
271429,0,0.25
271430,0,0.25
271431,0,0.2
271432,0,0.02
271433,0,0.01
271434,0,0.48
271435,0,0.03
271436,0,0.38
271437,0,0.07
271438,1,0.57
271439,0,0.03
271440,0,0.0
271441,0,0.26
271442,0,0.11
271443,0,0.02
271444,1,0.65
271445,0,0.29
271446,1,0.82
271447,0,0.02
271448,0,0.12
271449,0,0.11
271450,0,0.01
271451,0,0.26
271452,0,0.25
271453,0,0.1
271454,0,0.33
271455,0,0.01
271456,0,0.25
271457,0,0.19
271458,0,0.39
271459,0,0.18
271460,0,0.33
271461,0,0.41
271462,0,0.1
271463,0,0.26
271464,0,0.02
271465,0,0.49
271466,0,0.23
271467,0,0.33
271468,0,0.25
271469,1,0.67
271470,1,0.54
271471,1,0.72
271472,0,0.0
271473,0,0.08
271474,0,0.07
271475,0,0.03
271476,0,0.05
271477,0,0.19
271478,0,0.06
271479,0,0.37
271480,0,0.09
271481,0,0.28
271482,0,0.09
271483,0,0.06
271484,1,0.65
271485,1,0.8
271486,1,0.59
271487,0,0.04
271488,0,0.2
271489,0,0.02
271490,0,0.25
271491,0,0.01
271492,1,0.57
271493,0,0.01
271494,0,0.3
271495,1,0.67
271496,0,0.08
271497,0,0.5
271498,0,0.1
271499,0,0.07
271500,0,0.07
271501,0,0.3
271502,0,0.33
271503,0,0.25
271504,0,0.07
271505,0,0.29
271506,0,0.27
271507,0,0.03
271508,0,0.35
271509,0,0.21
271510,0,0.27
271511,0,0.23
271512,0,0.02
271513,0,0.1
271514,0,0.11
271515,0,0.11
271516,0,0.12
271517,0,0.02
271518,0,0.37
271519,1,0.59
271520,0,0.39
271521,0,0.24
271522,0,0.18
271523,0,0.27
271524,0,0.27
271525,0,0.07
271526,0,0.37
271527,1,0.66
271528,1,0.67
271529,0,0.1
271530,0,0.23
271531,0,0.4
271532,0,0.49
271533,0,0.06
271534,1,0.79
271535,0,0.13
271536,0,0.11
271537,0,0.11
271538,0,0.21
271539,0,0.32
271540,0,0.31
271541,0,0.25
271542,0,0.0
271543,0,0.07
271544,1,0.87
271545,0,0.12
271546,0,0.04
271547,1,0.76
271548,0,0.02
271549,0,0.14
271550,0,0.21
271551,0,0.06
271552,1,0.72
271553,0,0.27
271554,0,0.3
271555,1,0.69
271556,0,0.06
271557,0,0.04
271558,0,0.05
271559,0,0.28
271560,0,0.19
271561,0,0.34
271562,0,0.22
271563,0,0.34
271564,0,0.27
271565,0,0.31
271566,0,0.3
271567,0,0.11
271568,0,0.29
271569,0,0.33
271570,0,0.08
271571,0,0.11
271572,0,0.31
271573,0,0.23
271574,0,0.06
271575,0,0.46
271576,1,0.51
271577,0,0.08
271578,0,0.13
271579,0,0.36
271580,0,0.39
271581,0,0.15
271582,0,0.08
271583,0,0.31
271584,0,0.03
271585,0,0.11
271586,1,0.79
271587,0,0.03
271588,0,0.17
271589,0,0.33
271590,0,0.23
271591,0,0.22
271592,0,0.15
271593,0,0.22
271594,0,0.3
271595,1,0.7
271596,0,0.03
271597,1,0.54
271598,1,0.52
271599,0,0.2
271600,0,0.18
271601,0,0.46
271602,0,0.25
271603,0,0.12
271604,1,0.64
271605,0,0.2
271606,0,0.24
271607,0,0.22
271608,1,0.86
271609,0,0.04
271610,0,0.4
271611,0,0.31
271612,0,0.11
271613,0,0.16
271614,1,0.67
271615,0,0.43
271616,0,0.32
271617,0,0.05
271618,0,0.34
271619,0,0.08
271620,0,0.43
271621,0,0.14
271622,0,0.16
271623,0,0.35
271624,0,0.02
271625,0,0.21
271626,0,0.06
271627,0,0.1
271628,0,0.47
271629,0,0.16
271630,0,0.12
271631,0,0.08
271632,0,0.22
271633,0,0.19
271634,0,0.48
271635,0,0.35
271636,0,0.05
271637,0,0.08
271638,0,0.15
271639,0,0.15
271640,1,0.66
271641,0,0.18
271642,0,0.19
271643,0,0.09
271644,0,0.02
271645,0,0.02
271646,0,0.34
271647,0,0.45
271648,0,0.0
271649,1,0.54
271650,0,0.09
271651,0,0.16
271652,0,0.04
271653,0,0.15
271654,0,0.17
271655,0,0.04
271656,0,0.13
271657,0,0.05
271658,1,0.6
271659,0,0.33
271660,0,0.13
271661,0,0.44
271662,0,0.36
271663,0,0.26
271664,1,0.71
271665,0,0.33
271666,0,0.29
271667,0,0.3
271668,1,0.55
271669,0,0.21
271670,0,0.2
271671,0,0.06
271672,0,0.19
271673,0,0.14
271674,0,0.23
271675,1,0.57
271676,0,0.18
271677,0,0.09
271678,0,0.05
271679,0,0.23
271680,0,0.19
271681,0,0.36
271682,1,0.68
271683,0,0.47
271684,0,0.29
271685,0,0.32
271686,0,0.4
271687,0,0.12
271688,0,0.17
271689,1,0.59
271690,0,0.26
271691,0,0.11
271692,0,0.42
271693,0,0.11
271694,0,0.32
271695,1,0.58
271696,0,0.01
271697,0,0.02
271698,0,0.03
271699,0,0.07
271700,0,0.05
271701,0,0.48
271702,0,0.24
271703,0,0.27
271704,0,0.17
271705,0,0.02
271706,0,0.01
271707,0,0.01
271708,0,0.0
271709,0,0.07
271710,0,0.03
271711,0,0.16
271712,0,0.1
271713,1,0.69
271714,0,0.06
271715,0,0.03
271716,1,0.8
271717,0,0.5
271718,0,0.13
271719,0,0.3
271720,0,0.11
271721,0,0.28
271722,0,0.32
271723,1,0.53
271724,0,0.14
271725,1,0.59
271726,0,0.15
271727,0,0.34
271728,0,0.23
271729,0,0.39
271730,1,0.82
271731,0,0.14
271732,0,0.32
271733,0,0.24
271734,0,0.08
271735,0,0.42
271736,0,0.02
271737,0,0.05
271738,0,0.1
271739,0,0.03
271740,1,0.69
271741,0,0.33
271742,0,0.08
271743,0,0.29
271744,0,0.24
